dataset,strategy,step,n,hard_accuracy_mean,hard_accuracy_std,soft_accuracy_mean,soft_accuracy_std
fashion-mnist,random,76000,5,0.8713666478792826,0.0030718274731495443,0.8749333135286967,0.0021877189947441225
fashion-mnist,random,78000,5,0.870499979654948,0.0011303906945547143,0.8742333134015401,0.002022786883634884
fashion-mnist,random,80000,5,0.871933312813441,0.0023967570587672313,0.8748666453361511,0.0012985044879577484
fashion-mnist,random,82000,5,0.8713666464885076,0.0016683315747084721,0.874666646917661,0.0017638344730244704
fashion-mnist,random,84000,5,0.8715999794006348,0.0018581665108198806,0.8742666472991307,0.001521147126874198
fashion-mnist,random,86000,5,0.8718666462103526,0.002011771829476529,0.8742333128054937,0.0007958217084099547
fashion-mnist,random,88000,5,0.8720666468143463,0.0023051860073355153,0.8744333118200303,0.0012616131486742589
fashion-mnist,random,90000,5,0.8714666455984116,0.0009603220001404493,0.8735666461785634,0.0012725752680187142
fashion-mnist,random,92000,5,0.8708666447798411,0.002289469243679218,0.873633312980334,0.0009675291059017413
fashion-mnist,random,94000,5,0.871466646194458,0.001955762263838687,0.8742999800046285,0.001089087012608138
fashion-mnist,random,96000,5,0.8704666475454966,0.0016515976387922833,0.8741999800999959,0.0009603259396855152
fashion-mnist,random,98000,5,0.87076664686203,0.0020602056393304725,0.8739666457970937,0.0009309484928918349
fashion-mnist,random,100000,5,0.8715666470925013,0.0020702923832523375,0.8743999805053075,0.0009174241555859296
fashion-mnist,random,102000,5,0.871899979710579,0.0015925189237665964,0.8741999795039495,0.0008027725363327138
fashion-mnist,random,104000,5,0.8715333131949107,0.0021095005464299354,0.8743999803066254,0.0019061318958520528
fashion-mnist,random,106000,5,0.872033314704895,0.0025776814206960545,0.874766646027565,0.001945793199364153
fashion-mnist,random,108000,5,0.871399979988734,0.0012560968994788648,0.8739999800920487,0.0012133520261957088
fashion-mnist,semantic-balanced-v3,2000,5,0.8478999797503154,0.0036545258523308552,0.8663333141803742,0.0029603864027776994
fashion-mnist,semantic-balanced-v3,4000,5,0.8608666455745697,0.0035578559520098164,0.8786333137750626,0.002283393773151819
fashion-mnist,semantic-balanced-v3,6000,5,0.8659333135684332,0.004738438168749811,0.881999981602033,0.001925703518709296
fashion-mnist,semantic-balanced-v3,8000,5,0.8704999792575836,0.005590170750834231,0.8836333137750626,0.0020459974326402608
fashion-mnist,semantic-balanced-v3,10000,5,0.8747666452328364,0.003783369645727162,0.8842999811967214,0.0019557599781051525
fashion-mnist,semantic-balanced-v3,12000,5,0.8743999809026718,0.0024025454053880515,0.8845333137114842,0.00169721875971859
fashion-mnist,semantic-balanced-v3,14000,5,0.8746999784310658,0.001401387513975029,0.884433314204216,0.001714317934974946
fashion-mnist,semantic-balanced-v3,16000,5,0.8763333121935526,0.0014860472979875703,0.8835333140691122,0.0015247929679646608
fashion-mnist,semantic-balanced-v3,18000,5,0.8756666453679403,0.002166666491675162,0.8822666466236114,0.0014558301282179668
fashion-mnist,semantic-balanced-v3,20000,5,0.875933314760526,0.0013672748738800076,0.8818666460116704,0.002596471899508095
fashion-mnist,semantic-balanced-v3,22000,5,0.8762999788920085,0.0025232266352752863,0.8822999795277914,0.0017296432805352705
fashion-mnist,semantic-balanced-v3,24000,5,0.8769666461149852,0.003361133007708187,0.882599980632464,0.0017021220756884084
fashion-mnist,semantic-balanced-v3,26000,5,0.8759333137671153,0.001710261903532068,0.881233313481013,0.001557240675194876
fashion-mnist,semantic-balanced-v3,28000,5,0.8765333120028178,0.002125898344600968,0.8810999792814255,0.0016397805847414915
fashion-mnist,semantic-balanced-v3,30000,5,0.8765999795993169,0.002523777393012497,0.8803999789555867,0.0019278651100295204
fashion-mnist,semantic-balanced-v3,32000,5,0.8757333139578501,0.003548475360804217,0.8808999792734782,0.0026447006887541664
fashion-mnist,semantic-balanced-v3,34000,5,0.8757666484514872,0.00270442138705625,0.8807666470607122,0.0022626185442626416
fashion-mnist,semantic-balanced-v3,36000,5,0.8748999810218812,0.0037372015810900397,0.8812666459878286,0.0021557396966752004
fashion-mnist,semantic-balanced-v3,38000,5,0.8754666475454966,0.0026936138626378263,0.880066646138827,0.0020702915555270104
fashion-mnist,semantic-balanced-v3,40000,5,0.8758666477600733,0.0034103594533600678,0.8810999794801075,0.00317455046826443
fashion-mnist,semantic-balanced-v3,42000,5,0.8764333140850067,0.001710264652903224,0.881033312479655,0.0025937960998507455
fashion-mnist,semantic-balanced-v3,44000,5,0.8770666462182999,0.003402614000568298,0.8808666451772054,0.0028022806704373544
fashion-mnist,semantic-balanced-v3,46000,5,0.8763666450977325,0.0031033141015067264,0.8813333112001419,0.002939198990683035
fashion-mnist,semantic-balanced-v3,48000,5,0.876866646806399,0.0036560447606286037,0.8808999772866567,0.002540231912480823
fashion-mnist,semantic-balanced-v3,50000,5,0.8769999802112579,0.003811530539322806,0.8813333115975062,0.0029533405920473383
fashion-mnist,semantic-balanced-v3,52000,5,0.8769666461149851,0.003934179695884921,0.8818333115180333,0.0025385913861753406
fashion-mnist,semantic-balanced-v3,54000,5,0.8768333127101262,0.003771236444234668,0.8806666451692581,0.0019329031699021923
fashion-mnist,semantic-balanced-v3,56000,5,0.8767666459083557,0.003049591593159863,0.8810999784866969,0.002665624776098069
fashion-mnist,semantic-balanced-v3,58000,5,0.8770999795198441,0.003443189947786012,0.8811666444937388,0.002773886964463535
fashion-mnist,semantic-balanced-v3,60000,5,0.8769999804099401,0.0035804249526760618,0.8805666448672612,0.0022809607502426122
fashion-mnist,semantic-balanced-v3,62000,5,0.8766999808947246,0.003853930821549166,0.8807666470607122,0.0020124625637242583
fashion-mnist,semantic-balanced-v3,64000,5,0.8775333128372828,0.002861137943595873,0.8809333127737046,0.002382226444987709
fashion-mnist,semantic-balanced-v3,66000,5,0.8771999802192052,0.002547876072492819,0.8809999799728393,0.0028577384509737777
fashion-mnist,semantic-balanced-v3,68000,5,0.8773999794324239,0.0033345844099566097,0.880899979074796,0.002861624572002793
fashion-mnist,semantic-balanced-v3,70000,5,0.8786333139737447,0.0019593089978996612,0.8807333135604858,0.0026183119460851554
fashion-mnist,semantic-balanced-v3,72000,5,0.8773999792337418,0.0038578927756673844,0.8809999803702037,0.003533569189981599
fashion-mnist,semantic-balanced-v3,74000,5,0.8786333139737447,0.0030965927767865535,0.8817999807993571,0.001853675140817129
fashion-mnist,semantic-balanced-v3,76000,5,0.8786999795834224,0.002517713878265869,0.8811666468779246,0.002690002377318361
fashion-mnist,semantic-balanced-v3,78000,5,0.8791999793052674,0.003348714172140519,0.8813666468858719,0.0033878878032465197
fashion-mnist,semantic-balanced-v3,80000,5,0.8785999788840612,0.003766814788118833,0.8811333139737447,0.0026546600048492075
fashion-mnist,semantic-balanced-v3,82000,5,0.8778333139419556,0.0017598918653606867,0.8816333136955897,0.002844096724131787
fashion-mnist,semantic-balanced-v3,84000,5,0.8774999789396921,0.002223610194861693,0.8812999792893728,0.0027013370572829465
fashion-mnist,semantic-balanced-v3,86000,5,0.8775666465361913,0.002076991005757135,0.8811999781926473,0.0034205267887713387
fashion-mnist,semantic-balanced-v3,88000,5,0.8778333129485448,0.001545602653023891,0.8810666463772456,0.0024737513757448763
fashion-mnist,semantic-balanced-v3,90000,5,0.8792999788125356,0.002174345803046669,0.8816666460037231,0.0022422698836907394
fashion-mnist,semantic-balanced-v3,92000,5,0.8783333130677541,0.0020138411304323513,0.8816333127021789,0.002509427373236324
fashion-mnist,semantic-balanced-v3,94000,5,0.8778666460514069,0.0019199245745648928,0.8812666467825572,0.0026368128929134247
fashion-mnist,semantic-balanced-v3,96000,5,0.8790999801953634,0.0031126996671242174,0.8812666459878286,0.0025701283454309365
fashion-mnist,semantic-balanced-v3,98000,5,0.8788999793926875,0.0025210218921278083,0.8816333121061325,0.002334523868254365
fashion-mnist,semantic-balanced-v3,100000,5,0.8782999813556671,0.0027848783192976167,0.8813666460911433,0.0031055506448994406
fashion-mnist,semantic-balanced-v3,102000,5,0.877966647942861,0.002631012004656814,0.8813999782005946,0.0027121128716244254
fashion-mnist,semantic-balanced-v3,104000,5,0.8778999801476797,0.002518266768703016,0.8813999778032303,0.0023558444923843036
fashion-mnist,semantic-balanced-v3,106000,5,0.8773999804258347,0.0022991528858113735,0.8816666454076767,0.002365845278377459
fashion-mnist,semantic-balanced-v3,108000,5,0.8777666469415029,0.0029121400286428916,0.8808333118756612,0.00245515299214
